,kreis_key,income_pp_2000,income_pp_2001,income_pp_2002,income_pp_2003,income_pp_2004,income_pp_2005,income_pp_2006,income_pp_2007,income_pp_2008,income_pp_2009,income_pp_2010,income_pp_2011,income_pp_2012,income_pp_2013,income_pp_2014,income_pp_2015,income_pp_2016,income_pp_2017,income_pp_2018,income_2000,income_2001,income_2002,income_2003,income_2004,income_2005,income_2006,income_2007,income_2008,income_2009,income_2010,income_2011,income_2012,income_2013,income_2014,income_2015,income_2016,income_2017,income_2018
225,08222,15064,16004,16195,16722,17157,17458,17897,18157,18541,18152,18720,19217,19469,19523,19921,19931,21107,21661,22054,4447248,4711481,4765775,4902120,5000654,5065684,5178019,5251190,5373889,5260958,5422376,5584329,5705305,5772265,5941721,6035413,6443550,6636569,6807624
226,08225,14368,15288,15331,15632,15856,16156,16688,17115,17691,17510,18244,19078,19725,20115,20580,20985,21387,21935,22648,2116161,2257647,2272902,2321337,2353300,2392786,2459566,2510570,2580859,2535658,2622895,2725559,2803727,2850677,2914511,2986049,3060596,3143807,3248924
227,08226,17428,18333,18256,18623,18959,19438,20098,20568,21044,20563,21116,21932,22465,22632,22953,23764,23986,24593,25278,8991275,9499031,9507002,9722113,9906210,10166930,10513912,10757459,11004040,10752266,11053154,11503411,11822373,11975680,12231146,12792101,13027714,13417232,13831887
228,08231,18861,20199,19355,19333,19060,19392,19829,19989,20438,19821,20294,21070,21437,21529,22103,21699,21595,22046,22510,2157013,2312479,2226351,2228936,2193145,2226317,2274649,2291995,2345288,2272968,2321473,2417493,2482846,2520884,2619764,2620540,2653376,2731241,2811805
229,08235,16696,17590,17435,17762,17972,18318,18879,19252,19825,19563,20243,20995,21524,21683,22250,22529,23294,23836,24437,2597456,2747337,2738158,2797016,2827646,2872923,2944726,2983918,3050979,2989798,3073583,3173343,3246940,3276024,3384573,3470953,3625995,3734957,3858927
230,08236,17728,18749,18653,19009,19245,19814,20589,21205,21465,20809,21272,22198,22810,23050,23660,24076,24698,25280,26013,3385627,3599626,3597572,3678411,3733953,3852309,4001525,4108759,4147742,4009139,4080977,4250239,4374409,4436096,4572774,4692308,4857038,5000663,5167208
231,08237,16437,17409,17415,17910,18262,18789,19517,20054,20454,19874,20426,21074,21420,21509,22664,23028,23650,24096,24843,1958952,2077149,2087368,2149939,2190489,2252797,2335678,2389637,2423811,2339683,2387098,2440687,2466232,2471934,2605659,2664147,2754377,2820973,2923884
233,08311,15711,16652,16382,16918,17220,17581,18016,18078,18658,18395,18939,19499,19630,19753,20302,20703,21176,21581,22135,3081162,3302188,3278754,3409737,3491099,3582952,3691365,3723271,3849439,3805403,3947548,4128478,4242741,4329087,4491797,4643536,4806780,4933715,5089788
234,08315,16361,17275,17322,18001,18521,18823,19242,19423,20120,19917,20685,21621,22130,22358,23015,23356,23663,24124,24865,3872005,4120342,4168000,4362173,4511444,4603923,4716885,4762394,4928980,4876176,5070233,5317145,5467868,5565445,5787003,5956869,6125889,6306214,6529564
235,08316,15667,16698,16637,17049,17323,17516,17881,18143,18694,18556,19276,20099,20696,21003,21676,21932,22436,22933,23587,2348002,2522126,2537025,2617048,2671051,2712950,2778466,2825742,2913527,2891708,3008682,3145822,3250521,3314005,3445253,3528821,3649528,3760649,3892947
236,08317,16019,16584,16717,17350,17814,18145,18624,18883,19265,18824,19388,20238,20776,21097,21658,22035,22789,23289,23948,6456307,6726849,6815257,7091424,7296680,7444977,7649907,7762919,7919079,7726696,7950465,8301818,8539885,8695803,8969799,9207883,9610902,9889722,10242878
237,08325,16537,17630,17647,18179,18505,18922,19520,19911,20255,19768,20349,21406,22098,22528,23214,23626,24055,24527,25306,2304895,2464892,2477706,2555166,2599203,2653821,2729632,2775992,2814374,2731906,2791812,2918645,3000933,3051036,3148155,3229782,3317562,3399285,3521475
238,08326,16980,17692,17605,18120,18465,19085,19946,20517,20810,20144,20578,21437,21929,22114,22719,23126,23755,24276,24999,3545867,3707825,3701541,3812369,3881083,4004857,4172515,4273402,4312350,4147503,4212517,4376181,4479795,4529853,4671083,4807560,4985389,5113736,5294590
239,08327,17158,18279,18179,18780,19013,19658,20499,21069,21403,20797,21377,22379,22966,23253,24227,24036,24962,25289,26022,2257284,2417466,2415954,2501133,2536292,2627300,2740401,2814842,2855813,2766737,2831724,2957996,3039167,3088869,3244005,3259449,3428805,3509088,3637199
240,08335,15902,16780,16910,17532,18019,18282,18692,18895,19710,19568,20468,21371,21917,22134,22572,23374,24208,24764,25486,4119464,4372927,4440452,4629640,4772654,4847904,4952371,4999639,5218571,5193608,5448999,5715696,5904714,6020228,6198165,6498701,6808284,7010903,7255062
241,08336,16058,16924,17064,17518,17900,18201,18648,18966,19907,19963,21043,22189,22996,23527,24396,25460,25923,26597,27462,3447272,3655848,3711334,3824128,3905684,3970717,4075153,4152417,4362911,4370450,4603833,4862619,5060184,5205990,5435839,5733619,5887748,6062186,6274374
242,08337,15805,16810,16728,17028,17198,17397,17768,18011,18884,18878,19874,21009,21831,22344,22767,23976,24340,24858,25622,2583339,2754926,2755181,2810120,2839396,2871721,2929825,2966871,3105247,3093990,3247349,3428146,3567702,3664066,3750650,3992849,4097804,4214133,4366299
244,08415,17247,18304,18292,18736,19089,19443,19926,20238,20742,20283,20893,21666,22168,22337,22916,23245,23570,24043,24763,4716356,5021475,5035460,5174380,5276562,5371090,5498842,5573286,5696388,5556577,5714643,5925501,6077785,6150562,6348288,6510189,6672703,6850382,7088558
245,08416,15992,16879,16912,17516,17920,18344,18908,19238,19563,18988,19428,20306,20795,21052,21668,22173,22492,22928,23613,3247311,3453704,3490767,3636682,3738532,3838690,3961389,4032135,4106748,4009262,4119321,4313727,4447022,4541302,4711688,4880217,5021102,5163213,5349286
246,08417,17858,18747,18290,18553,18524,19083,19823,20323,20893,20541,21243,22144,22741,23063,23607,23584,24367,24975,25743,3421170,3591566,3509130,3559080,3544396,3642818,3773675,3854235,3940660,3849121,3957906,4106702,4204712,4258231,4378817,4421435,4580865,4690015,4853904
247,08421,18077,18947,19081,20002,20618,21190,21844,22060,22653,22189,22871,23779,24364,24660,28392,24703,24808,25102,25773,2051774,2166019,2193929,2308684,2383761,2452539,2531176,2558948,2629420,2576417,2662259,2783945,2869041,2924602,3406045,3005690,3058748,3132154,3246441
248,08425,16797,17763,17282,17367,17335,17823,18520,19142,19511,19005,19606,20479,21025,21347,21914,22418,22613,23149,23854,3085131,3279151,3206865,3238195,3243203,3341904,3474290,3587911,3656130,3555133,3657372,3817374,3927202,4002817,4131094,4273271,4357769,4490270,4659687
249,08426,15562,16615,16441,16623,16775,17331,18030,18724,19225,18859,19625,20586,21188,21561,22103,23020,22977,23387,24077,2819082,3034273,3025519,3079062,3121582,3235484,3372726,3505945,3602653,3535276,3677072,3857596,3975550,4058343,4189961,4425141,4483126,4612717,4791409
250,08435,16781,17788,17845,18454,19017,19538,20214,20678,21213,20798,21663,22705,23421,23916,24491,24788,25189,25864,26555,3287467,3506176,3541917,3681984,3808126,3926602,4072235,4174534,4297663,4218518,4395052,4627004,4805107,4942265,5104269,5225114,5356166,5531307,5721007
251,08436,16019,16993,16932,17459,17798,18280,18939,19338,19793,19331,20004,20833,21236,21506,21938,22232,22921,23395,24132,4228848,4508708,4515784,4677120,4786557,4927805,5106586,5215358,5336357,5203795,5382700,5618075,5760716,5870767,6020542,6165326,6428429,6607753,6848064
252,08437,14317,15122,15168,15669,16075,16543,17180,17660,18306,18045,18864,19626,20078,20329,21087,21234,21530,22162,22902,1889225,1999567,2006528,2072705,2123636,2179535,2255889,2308484,2378252,2330054,2419786,2504338,2556755,2585589,2686720,2744324,2810243,2886237,2989406
255,09161,16275,16945,17021,17384,17779,18057,18360,18882,19278,19083,19932,20414,21547,22016,22119,23076,23269,23634,24352,1870919,1968492,1999667,2061092,2122924,2171721,2226085,2305316,2370025,2358182,2474144,2557232,2736117,2829284,2876935,3039618,3095742,3177429,3314647
256,09162,22551,23437,23082,23362,23749,24397,24714,24848,24868,23956,24621,25282,26163,26169,29070,27346,30680,31751,32766,26971033,28407561,28245164,28806728,29442139,30375160,31317460,32117426,32528746,31547368,32734212,34200767,36015742,36586115,41241932,39378118,44710859,46362530,47961876
257,09163,17446,17965,18551,20023,21818,21410,21117,20693,21119,20676,21279,21996,21082,21612,21403,22219,22387,22679,23416,1008635,1042131,1082745,1173568,1279924,1256577,1240560,1218386,1244900,1219016,1258866,1307329,1259415,1301036,1298691,1363495,1393766,1425984,1479969
258,09171,15202,15944,16033,16599,17190,17532,18117,18777,19314,19081,19745,20607,21275,21415,21798,21945,22279,22590,23358,1629904,1716580,1735321,1800094,1860921,1893151,1949601,2014906,2065042,2030236,2094674,2187351,2264232,2285812,2337044,2369548,2427374,2482173,2587406
259,09172,16040,16938,16584,16911,17125,17335,17840,18202,18793,18584,19185,19861,20577,21135,21050,21039,21357,21778,22547,1582550,1681041,1656508,1697162,1724700,1751754,1803433,1836665,1892484,1866624,1927606,2004760,2090005,2158121,2160978,2176303,2225280,2281583,2376111
260,09173,20183,21318,20560,20925,21164,21548,22013,22433,22995,22439,23236,24232,28633,24948,24454,25098,25284,25801,26750,2301096,2455821,2387604,2441080,2482326,2545242,2604358,2653478,2723527,2659469,2761895,2893423,3441619,3028460,3001220,3115557,3168059,3254084,3394580
261,09174,18374,19537,19230,19529,19931,20093,20440,20776,21225,20884,21656,22444,23029,23140,23637,23999,24503,24899,25827,2362251,2544440,2530246,2585237,2650181,2685460,2746568,2810978,2890867,2858841,2983050,3120812,3246368,3313914,3435460,3547684,3677976,3779011,3959057
262,09175,20846,21678,21310,21580,22080,22475,22947,23374,23734,23024,23847,24788,25180,25370,25978,26237,26238,26665,27503,2428377,2566455,2550876,2599564,2671900,2737321,2817121,2896477,2962847,2889232,3015328,3171774,3271851,3349107,3479517,3572033,3626541,3730670,3890820
263,09176,15538,16188,16214,16569,17156,17469,17908,18476,19110,18983,20043,20945,22101,22454,22998,23417,23493,23844,24771,1835771,1932261,1957611,2015194,2091417,2130542,2187806,2266699,2353182,2338659,2469830,2589856,2751635,2816790,2909770,2997331,3049612,3129022,3269640
264,09177,16602,17621,17611,17968,18606,18864,19253,19695,20264,19964,20843,21743,22796,22848,23363,23432,23926,24295,25170,1890464,2044601,2070893,2135046,2236397,2289886,2350887,2420914,2507947,2484216,2607338,2740256,2906132,2953380,3061400,3111670,3220094,3307994,3455109
265,09178,17686,18594,18336,18631,19083,19209,19407,19616,20106,19849,20735,21593,22065,22130,22477,22872,23299,23607,24459,2634607,2818896,2820505,2887909,2975459,3015691,3073250,3142211,3248444,3211010,3358733,3525835,3646411,3709986,3813966,3929121,4066048,4176147,4367244
266,09179,19683,20462,20222,20521,20978,21242,21596,21990,22554,22056,22805,23632,24041,24129,24252,25119,24978,25433,26361,3743110,3937310,3930866,4007218,4108561,4175784,4257424,4346476,4470852,4390242,4566020,4772248,4906978,4988290,5075405,5322196,5374569,5527621,5761962
267,09180,17455,18335,18042,18662,19157,19488,19932,20215,21125,21064,22155,23014,22009,22458,22795,24037,23461,23934,24842,1486856,1570560,1553491,1605088,1638848,1664138,1699009,1716060,1786314,1772840,1860604,1935233,1859170,1910654,1953199,2083014,2055885,2106612,2193846
268,09181,19273,20117,18939,18735,18916,19463,20205,20858,21249,20554,21192,22266,22848,23056,23639,24176,24474,25024,25998,2008683,2128898,2031830,2033596,2073108,2148822,2239401,2322931,2380227,2309208,2388708,2521160,2602009,2641698,2730842,2825940,2892594,2976161,3109529
269,09182,21367,22309,21435,21843,22212,23289,24603,25780,25689,24238,24575,25751,27230,27894,26906,27531,27541,28134,29168,1925134,2030578,1966973,2012816,2051180,2163356,2296686,2407862,2399437,2264187,2298176,2414369,2569576,2661243,2594062,2685084,2714377,2785501,2900993
270,09183,16217,16952,16814,17266,17847,18135,18662,19256,19826,19424,20144,20974,21824,21949,22108,22327,22768,23096,23859,1722376,1812560,1812111,1867123,1929969,1958715,2009459,2066133,2119919,2070732,2144203,2235480,2337027,2376934,2426606,2481947,2564278,2629608,2740664
271,09184,23939,25187,24337,24834,25300,26313,27329,28078,28220,27001,27652,28651,29052,28992,29044,29601,29603,30102,31122,6913606,7393090,7226036,7411279,7585139,7952226,8322736,8631346,8750857,8419078,8688523,9119980,9392571,9505256,9624908,9957804,10115503,10382854,10819629
272,09185,15335,16212,16140,16544,17117,17407,17920,18515,19017,18668,19476,20295,20807,21204,21756,22307,22952,23523,24338,1356051,1446190,1451884,1494609,1549461,1575790,1618694,1670643,1717467,1686894,1761096,1841228,1901336,1955922,2025522,2098653,2185150,2257296,2346761
273,09186,16785,18042,17882,18280,18724,19032,19545,20091,20700,20408,21323,22225,22759,22993,24072,24628,24641,25110,26045,1852463,2014251,2014888,2071149,2134435,2180929,2244684,2312136,2388300,2359326,2470705,2589268,2677819,2740068,2907651,3025803,3070418,3155419,3299810
274,09187,17284,18067,17902,18521,19123,20227,21773,23389,22759,21365,21379,22309,22647,23261,23473,24018,23705,24909,25784,4009394,4245618,4257481,4432824,4594617,4888273,5274474,5671285,5528393,5192362,5205943,5455799,5575592,5779645,5887833,6099750,6086634,6437893,6709432
275,09188,29028,29655,28232,28650,28910,30028,31275,32050,32373,30906,31753,33287,33228,33044,33702,36070,33558,34130,35356,3548165,3672186,3526618,3590243,3629860,3785947,3946217,4045616,4098550,3915490,4024417,4242551,4280507,4301410,4426533,4788125,4502701,4612269,4802037
276,09189,16007,17058,16904,17363,17788,18099,18595,19045,19779,19576,20509,21356,21971,22309,22880,22994,23187,23611,24434,2658858,2850013,2839026,2926767,3004325,3060855,3142972,3213841,3337204,3301763,3456306,3601389,3716332,3790689,3916312,3979570,4052986,4152294,4317256
277,09190,16895,17494,17566,18196,18908,19149,19589,19921,20570,20364,21221,22176,21952,22250,22709,23557,24016,24617,25481,2115110,2213457,2243810,2337945,2436518,2473159,2529363,2572973,2656271,2622936,2731110,2857697,2838665,2892055,2970139,3110648,3203306,3300070,3434900
279,09261,18417,18651,18683,19143,19532,19659,19836,20043,20474,20385,21197,21807,22452,24651,23221,23755,23658,23870,24526,1080198,1103288,1117599,1152528,1180613,1198990,1223460,1248892,1282848,1278365,1336227,1391043,1454886,1620857,1552194,1623913,1646997,1685420,1760965
280,09262,16334,17224,17251,17843,18294,18039,18061,17990,18283,17910,18376,19062,20067,19908,19929,20493,20383,20540,21088,807467,853076,855136,882964,901115,886703,887181,882905,896325,875422,895406,927273,979909,980400,990509,1029936,1035857,1056336,1099217
281,09263,16160,16762,16918,17614,18329,18469,18714,18863,19415,19062,19598,20400,21091,20572,20933,20988,21181,21454,22207,709702,739521,749277,781410,816019,823638,832791,839322,863742,846689,869946,907880,946358,931933,957984,974194,994954,1016145,1059061
282,09271,14441,15113,15155,15610,16024,16403,16953,17543,18016,17793,18489,19238,20846,20121,20656,21019,21814,22218,23020,1647585,1731884,1745413,1799137,1847616,1893727,1957247,2024094,2074291,2039922,2115022,2203686,2391292,2314960,2386504,2441312,2554439,2625473,2740187
283,09272,12814,13477,13540,13953,14385,14700,15256,15847,16254,16019,16541,17259,18038,18495,18894,19474,20646,21216,22058,1049465,1103783,1108484,1140283,1171295,1190498,1225589,1263142,1288899,1263510,1297729,1349338,1406520,1437460,1469533,1519459,1613468,1660466,1728217
284,09273,15223,16102,16069,16552,17173,17503,18048,18610,19167,18832,19614,20519,21023,21268,21768,22096,22300,22678,23499,1656490,1769377,1785697,1854924,1931648,1971644,2032491,2093871,2157851,2119529,2207323,2316070,2388031,2437664,2522138,2601415,2664059,2733666,2859611
285,09274,15092,15972,15987,16597,17300,17566,18073,18642,19379,19244,20281,21227,21773,21955,22201,22473,23777,24236,24979,2122486,2276275,2304526,2410679,2527427,2575798,2651038,2734658,2846303,2825672,2979052,3129082,3229221,3284293,3353823,3442788,3685717,3789113,3945874
286,09275,13931,14656,14589,15015,15575,15976,16793,17524,17732,17253,17698,18528,19308,19676,20080,20539,20889,21330,22094,2570372,2714545,2711293,2797101,2906570,2983981,3129572,3257458,3289007,3190196,3264588,3416528,3566544,3645707,3734375,3847228,3940158,4046328,4225938
287,09276,13123,13893,13922,14342,14775,14978,15397,15908,16528,16473,17196,17951,18587,18929,19333,19805,20325,20750,21567,1069973,1132817,1134078,1162989,1191102,1200580,1224731,1254305,1293282,1280367,1328289,1378094,1420577,1444177,1474385,1515831,1564999,1604768,1673050
288,09277,14527,15190,15177,15745,16455,16725,17262,17872,18397,18024,18764,19644,20226,20528,21030,21397,22452,22935,23751,1703527,1791707,1798727,1870071,1956008,1986089,2042218,2106148,2164041,2113395,2192805,2294261,2369373,2412935,2479665,2539617,2681151,2752071,2862361
289,09278,13912,14600,14675,15215,16020,16251,16742,17308,17850,17541,18353,19248,19894,20406,20825,21692,22167,22733,23480,1307383,1381847,1399780,1460985,1544593,1568054,1613115,1666371,1716748,1684063,1759517,1847333,1917876,1979233,2033456,2134205,2194842,2262597,2353775
290,09279,15329,16139,16075,16445,17069,17343,17880,18548,19084,18651,19347,20008,21446,21740,22227,22795,23421,24053,24859,1377561,1458297,1462506,1502665,1560399,1583008,1627392,1683453,1726185,1678666,1739446,1806925,1949802,1998213,2067268,2137672,2214892,2295481,2387022
292,09361,16120,16451,16433,16878,17318,17724,18326,18841,19117,18817,19195,19973,20392,20346,20611,21633,20658,21008,21981,688440,708141,711265,732356,751368,767809,790620,807552,814675,795648,807233,837094,850035,846101,856661,902038,869808,888598,925593
293,09362,17746,18555,18273,18562,18723,18976,19170,19310,19637,19418,20038,20542,20668,20907,21297,22179,22387,22465,23093,2223746,2343078,2328734,2378418,2407056,2451308,2499319,2542747,2607028,2594379,2696943,2789469,2838185,2912107,3008994,3191098,3292047,3364534,3504472
294,09363,16727,17411,17212,17530,17634,17483,17524,17519,18055,17914,18442,19084,19211,19611,19679,20511,21171,21630,22439,717566,747359,736863,746878,750708,743993,743106,740743,760709,751096,770692,796478,801252,817897,822036,860150,894992,919685,954382
295,09371,13649,14414,14517,14941,15383,15649,15911,16376,16963,16863,17591,18626,19647,19922,20292,20962,21174,21877,22751,1475032,1562126,1573440,1617133,1662243,1684533,1703128,1743125,1792421,1769662,1836003,1934043,2032939,2056210,2091297,2165559,2187004,2251668,2342708
296,09372,13480,14142,14186,14677,15219,15512,16069,16685,17286,17091,17844,18681,19211,19503,19999,20484,21692,22175,23002,1748507,1835860,1843899,1906499,1972690,2004040,2064578,2131223,2197106,2160853,2247218,2347161,2412217,2449277,2513894,2583089,2747029,2819100,2935291
297,09373,15349,16599,16252,16548,16940,17241,17665,18106,18721,18483,19219,20111,20776,21377,21897,22407,23371,23805,24718,1921739,2093538,2062310,2109682,2164541,2201842,2253304,2307413,2380902,2345473,2434242,2546472,2637486,2725224,2811658,2905696,3062103,3145915,3289978
298,09374,14997,16085,15583,15729,15972,16047,16333,16587,17014,16650,17326,18205,18770,19135,19798,20746,20786,21496,22309,1507705,1619001,1571287,1584604,1600965,1601138,1621079,1636886,1669381,1623052,1677885,1753399,1801417,1830237,1887020,1973551,1970594,2031507,2106431
299,09375,15683,16946,16840,17141,17527,17735,18154,18642,19155,18857,19632,20551,21113,21461,21966,22334,22839,23332,24184,2731904,2983971,2991764,3063132,3148419,3200685,3283782,3375433,3470707,3418154,3566793,3752412,3879561,3973759,4098652,4205491,4337875,4464363,4664848
300,09376,14251,14843,14866,15252,15747,15914,16333,16835,17380,17181,17863,18706,19519,19873,19938,20651,20891,21375,22104,2036461,2132364,2145955,2204560,2277011,2300729,2356948,2423664,2492429,2454106,2546445,2666528,2787072,2841848,2857883,2978636,3031717,3119419,3245677
301,09377,13734,14246,14269,14599,15015,15271,15806,16404,17041,16944,17767,18652,18730,19279,19890,20391,20633,21299,22122,1103328,1140274,1137769,1157434,1183433,1195032,1226722,1263629,1303227,1285719,1338175,1394576,1389803,1420686,1458976,1494316,1508568,1551065,1606444
303,09461,16990,17277,17051,17301,17488,17606,17960,18153,18593,18268,18810,19449,19765,20032,20446,21263,21523,21478,22047,1177694,1201480,1192169,1214432,1230691,1241062,1262433,1274704,1309942,1287083,1325880,1374057,1399100,1422573,1463149,1544623,1604228,1642193,1706165
304,09462,15820,16366,16617,17307,17914,18163,18583,18882,19285,19126,19740,20285,19798,19884,19876,20241,20262,20454,21069,1157024,1200012,1220200,1272008,1314992,1324310,1343733,1355254,1377024,1359100,1398582,1440997,1412553,1422224,1422837,1454801,1471167,1504014,1566049
305,09463,17458,17991,18139,18896,19463,19864,20376,20808,21285,20853,21515,22393,23301,22782,22628,23528,23398,23882,24754,751551,770275,775509,802825,821661,835597,852713,863904,880341,861428,886249,919626,955521,934232,928384,968426,963138,982845,1020939
306,09464,15218,15603,15749,16240,16591,16606,16899,17159,17715,17566,18195,18883,18946,19047,19051,19637,19744,19849,20353,764477,778996,780538,795906,803830,795534,800299,803131,819894,803402,822015,844157,842842,847446,846310,873699,886954,904449,935029
307,09471,14400,15199,15349,15842,16326,16617,17129,17686,18424,18372,19218,20143,20781,20847,21301,21063,21719,22210,23121,2040797,2164259,2196655,2276019,2352810,2399025,2473790,2554845,2656541,2643941,2762163,2893957,2987325,3003935,3079313,3057008,3166730,3249542,3395033
308,09472,14139,14781,14970,15427,16011,16145,16441,16865,17716,17802,18791,19721,19291,19662,20133,20719,21147,21788,22691,1537174,1609247,1630697,1681239,1743779,1752509,1776304,1812626,1891987,1890374,1986979,2078177,2026814,2059984,2106383,2164339,2201163,2262494,2353743
309,09473,17289,17817,17428,17707,17864,18666,19742,20898,21155,20560,20929,21965,22161,24500,23428,24470,24863,25323,26362,1592281,1639646,1603282,1627276,1637670,1704152,1792193,1885528,1894838,1827838,1846537,1924747,1932528,2128111,2031632,2120513,2154770,2198333,2290754
310,09474,16308,17482,17245,17380,17665,17841,18229,18664,19312,19153,20020,20942,21380,21684,22081,22685,23185,23816,24725,1827558,1967547,1947772,1966480,1999645,2021847,2065273,2112884,2184976,2165312,2260113,2363791,2419305,2458492,2509772,2594401,2667418,2750058,2865433
311,09475,17127,18179,17339,17324,17379,17245,17319,17460,17985,17737,18346,19246,19502,19738,20032,20542,20817,21402,22200,1869466,1975663,1876915,1864213,1856254,1826165,1816265,1813039,1848020,1800639,1841605,1911618,1917625,1924117,1940117,1982712,2002025,2051294,2121057
312,09476,15912,16590,16784,17587,18310,18641,19198,19689,20293,20035,20679,21710,20703,20391,20585,21420,21527,22172,23120,1205648,1253349,1263374,1316194,1363332,1379600,1407785,1430095,1460841,1428764,1459220,1516966,1435707,1402722,1404741,1455643,1458766,1497566,1556098
313,09477,15936,16879,16556,16781,17027,17188,17538,17875,18422,18154,18850,19799,20370,20930,20946,21814,22119,22840,23725,1254229,1326989,1296830,1308086,1321044,1326456,1345254,1362071,1393915,1362672,1404302,1464844,1496382,1529010,1523158,1581635,1597682,1644518,1706538
314,09478,15468,16047,15909,16160,16441,16516,16823,17178,17929,17902,18633,19431,19705,19681,19862,20583,20900,21432,22301,1090596,1130520,1121367,1136645,1150650,1150524,1164336,1179651,1222589,1213299,1257331,1307739,1323695,1316199,1322653,1370757,1392967,1429723,1489916
315,09479,14748,15221,15385,15809,16246,16534,17107,17739,18414,18323,18997,19869,20414,20518,20719,20948,21305,21710,22480,1271332,1300530,1301512,1322034,1343954,1353107,1381567,1412819,1447227,1421869,1458706,1509016,1531448,1522222,1524762,1535332,1559980,1592909,1648502
317,09561,17507,18162,17736,17849,18038,18022,17955,18110,18482,18139,18890,19606,20672,19867,20149,20692,21456,21853,22559,696878,724576,710260,716825,723623,721622,717463,720411,734991,721603,748954,775871,819497,789933,804451,839782,887129,908903,941827
318,09562,18495,19500,19338,19431,19697,19916,20049,20296,21002,20798,21954,22785,23108,23168,23041,24083,23719,24028,24712,1844148,1953675,1949136,1961830,1990456,2018183,2041562,2079536,2162751,2149134,2273645,2368048,2423111,2444661,2442850,2586081,2592165,2657954,2754869
319,09563,18320,19691,19692,20500,21122,21087,21100,21090,21464,21034,21515,22205,22523,22934,22262,23084,22737,22968,23795,2020654,2186865,2200153,2297265,2374927,2387503,2401123,2407738,2455578,2405872,2467142,2571500,2646482,2731067,2686181,2835752,2837267,2893136,3025274
320,09564,17756,18429,18240,18548,18747,18880,19143,19456,19940,19712,20387,20918,20878,20667,20985,21491,21749,22016,22748,8467765,8812566,8748569,8898682,8993371,9093226,9254634,9425014,9667756,9543589,9871471,10195646,10284775,10271521,10492132,10864442,11109682,11303522,11755734
321,09565,18459,19513,19072,19216,19305,19648,19998,20402,21168,21142,21987,22816,23040,23603,24173,24474,24614,25018,26190,698059,742976,729677,735370,738281,752950,768186,782863,810764,809258,842242,878090,895663,928583,960747,983471,998530,1019317,1068215
322,09571,14439,15402,15243,15572,15974,16317,16913,17600,18389,18300,19214,20191,20904,20945,21515,21664,22189,22648,23483,2628857,2813678,2789529,2853862,2931267,2988583,3083839,3195186,3322142,3290519,3439415,3602500,3726730,3740900,3854735,3907469,4032850,4138118,4311617
323,09572,18908,19291,19372,20105,20922,22000,23411,24798,23649,22079,22166,23144,23391,23593,23992,24615,24705,25341,26313,2417988,2480812,2504561,2607277,2713910,2850618,3033623,3216580,3069730,2866576,2880475,3018619,3063910,3105358,3177018,3285687,3320043,3420701,3573425
324,09573,18158,19025,18881,19237,19590,19987,20457,20842,21276,20865,21521,22378,22322,22741,23051,24381,24043,24501,25388,2033008,2129431,2120077,2167941,2210076,2247249,2297010,2342903,2392490,2343966,2418750,2526053,2535962,2597881,2631959,2781122,2768125,2844090,2965052
325,09574,18946,19774,19535,19948,20234,20717,21392,21967,22296,21802,22420,23468,23553,23520,23855,24159,24388,24863,25830,3156975,3304730,3270256,3341807,3390259,3461332,3561672,3644743,3686456,3592044,3681628,3850240,3870252,3875670,3946976,4029224,4103787,4209887,4392566
326,09575,14593,15614,15552,15876,16365,16585,17053,17639,18296,18017,18899,19822,20194,20572,21490,21671,21965,22505,23283,1436518,1544463,1545693,1582837,1634929,1658646,1700885,1751610,1807946,1770763,1848504,1933455,1968195,2004669,2098403,2129799,2175460,2238976,2328382
327,09576,16446,17504,17317,17561,17891,18177,18624,19153,19792,19604,20414,21374,21789,21912,22423,22874,23212,23748,24605,2029503,2172143,2157628,2194038,2238853,2273790,2324770,2385528,2459485,2426352,2519516,2633738,2683233,2701695,2772865,2848175,2909670,2988253,3113291
328,09577,15203,16202,15916,16136,16328,16520,16937,17360,18063,17986,18824,19711,20549,20881,20971,21385,21592,22088,22892,1446875,1543670,1518561,1540159,1556224,1570000,1602318,1634233,1690199,1673125,1744807,1820787,1894276,1926424,1938236,1987347,2022291,2078313,2158725
330,09661,17228,17972,17975,18703,19305,19802,20393,20802,21158,20492,20996,21735,21986,22312,22703,23179,23033,23377,24114,1147771,1208157,1216924,1267301,1307096,1339852,1378207,1404598,1428188,1382717,1414700,1464893,1485714,1511934,1543934,1589542,1591277,1626090,1693511
331,09662,16090,17173,16814,16892,16698,16647,16712,16812,17575,17729,18569,19194,19698,19342,20015,20014,20405,20550,21029,866129,923903,906490,910060,897043,890646,889088,889574,925618,930421,971922,1001684,1026445,1005297,1035375,1036525,1068132,1090836,1130011
332,09663,17446,17996,17953,18614,19260,19316,19534,19650,20528,20589,21534,22254,21427,22193,22205,22896,23233,23528,24272,2145247,2227573,2246387,2346597,2438682,2449306,2482342,2501575,2589953,2568018,2680048,2770505,2667961,2766120,2763585,2851562,2914364,2972154,3088830
333,09671,17042,17948,17834,18254,18592,18926,19397,19857,20319,19956,20600,21576,21904,22156,22394,22823,23156,23735,24745,2963497,3128821,3117388,3196777,3261201,3317579,3391980,3464577,3536643,3461906,3563071,3723560,3777680,3825915,3869392,3953784,4019796,4123683,4307816
