,kreis_key,prop_abitur_2006,prop_abitur_2007,prop_abitur_2008,prop_abitur_2009,prop_abitur_2010,prop_abitur_2011,prop_abitur_2012,prop_abitur_2013,prop_abitur_2014,prop_abitur_2015,prop_abitur_2016,prop_abitur_2017,prop_abitur_2018,prop_abitur_2019,prop_no_haupt_2006,prop_no_haupt_2007,prop_no_haupt_2008,prop_no_haupt_2009,prop_no_haupt_2010,prop_no_haupt_2011,prop_no_haupt_2012,prop_no_haupt_2013,prop_no_haupt_2014,prop_no_haupt_2015,prop_no_haupt_2016,prop_no_haupt_2017,prop_no_haupt_2018,prop_no_haupt_2019
424,15090,25.6,44.2,30.7,36.7,31.4,27.0,27.2,23.7,28.7,31.4,29.2,31.6,33.1,28.7,11.4,7.8,10.9,13.3,14.6,13.8,13.1,11.6,12.8,9.7,11.1,10.3,14.9,13.8
425,15091,24.29115044247788,37.4,33.7,31.1,24.7,27.0,25.5,22.6,20.9,27.4,27.0,27.5,27.5,27.4,8.167692307692308,5.9,6.8,9.1,8.7,9.4,9.8,9.0,11.7,8.8,8.6,10.7,10.9,9.6
426,15101,31.9,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,10.2,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
427,15151,17.6,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,12.3,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
428,15153,18.3,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,12.9,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
429,15154,23.1,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,11.8,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
430,15159,24.9,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,10.2,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
431,15171,27.1,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,7.6,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
432,15202,30.9,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,13.3,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
433,15256,25.8,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,12.2,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
434,15260,21.6,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,14.4,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
435,15261,21.3,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,9.8,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
436,15265,18.9,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,9.4,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
437,15266,21.2,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,7.5,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
438,15268,23.0,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,12.0,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
439,15303,33.7,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,11.5,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
440,15352,18.1,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,13.0,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
441,15355,21.1,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,10.0,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
442,15357,23.7,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,8.8,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
443,15358,21.0,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,10.1,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
444,15362,22.6,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,10.2,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
445,15363,25.6,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,11.4,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
446,15364,27.7,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,7.7,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
447,15367,19.6,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,10.6,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
448,15369,24.6,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,9.4,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
449,15370,23.2,26.484987893462467,28.508048780487808,29.91,30.0209756097561,34.5509756097561,32.524750000000004,32.05311720698255,31.15486284289277,32.385785536159595,32.90623441396509,32.62130325814537,32.8110275689223,32.68421052631579,13.1,7.4072289156626505,7.1497572815533985,6.790048543689321,6.615776699029126,6.210194174757281,5.799253731343284,5.592059553349877,5.632009925558312,5.74714640198511,5.968486352357321,6.557356608478803,6.814214463840399,6.858354114713216
450,16051,38.6,42.8,49.4,49.4,46.2,41.8,40.8,39.7,40.2,42.2,40.7,38.2,40.4,38.6,8.8,8.5,7.5,7.7,9.6,8.7,8.0,9.3,7.0,9.1,7.8,11.8,11.0,9.5
451,16052,35.5,39.7,39.3,44.5,40.9,30.7,36.6,33.8,32.8,34.3,32.0,35.5,31.5,29.1,8.3,8.6,7.3,12.1,10.0,11.9,9.0,9.0,6.3,8.8,9.0,9.4,13.0,13.8
452,16053,49.8,55.7,58.4,61.9,56.4,53.9,56.5,55.6,56.3,55.3,58.0,57.3,55.0,52.8,4.0,4.3,3.1,4.8,5.3,4.3,3.4,5.3,4.7,4.1,5.9,3.1,5.0,4.8
453,16054,31.6,32.2,52.6,42.7,28.1,24.2,23.8,20.9,24.8,29.1,30.7,23.5,23.3,27.5,14.7,10.2,8.0,9.7,10.9,11.3,6.1,8.9,10.7,4.5,10.4,8.7,7.8,11.4
454,16055,44.3,46.3,58.3,53.4,52.4,46.2,52.6,44.5,46.7,48.7,54.7,47.9,46.3,48.4,13.7,7.3,6.7,7.5,10.3,11.0,6.4,7.8,4.4,6.9,6.4,9.3,9.7,8.5
455,16056,41.4,46.4,48.6,50.4,40.0,39.8,45.3,38.5,41.4,45.3,45.0,35.6,36.0,38.3,10.5,9.3,10.3,10.2,12.0,10.9,11.0,11.5,11.7,8.5,7.6,16.7,16.0,10.7
456,16061,31.7,34.5,41.5,42.1,40.6,39.9,34.5,34.9,34.6,37.2,36.7,36.0,34.9,38.4,6.4,5.0,2.5,4.7,5.1,5.5,5.9,6.2,5.2,6.1,5.5,6.0,5.1,6.9
457,16062,27.0,30.9,35.6,38.9,29.8,24.2,28.3,23.5,23.6,27.1,29.9,29.8,27.6,26.4,11.7,10.2,9.1,10.1,13.1,12.5,10.7,11.7,7.2,7.1,9.2,8.6,11.3,11.6
458,16063,21.4,27.5,33.0,32.6,28.7,27.1,26.0,27.4,23.6,22.6,26.0,25.1,25.1,24.2,6.3,4.9,6.3,4.8,5.5,6.5,5.9,4.5,7.3,6.5,6.1,6.1,6.5,8.2
459,16064,35.5,34.9,42.3,45.3,33.4,31.2,33.5,33.0,31.4,35.7,34.5,35.3,30.6,29.6,8.7,11.0,9.4,8.8,11.5,12.6,9.9,10.1,10.5,10.3,9.8,10.9,12.3,12.0
460,16065,28.8,32.7,35.6,38.7,30.3,29.9,28.6,25.9,26.7,28.5,28.7,25.7,28.6,28.3,8.9,6.7,7.7,6.1,9.6,6.3,8.9,11.9,8.9,9.1,10.0,8.5,10.2,9.5
461,16066,28.0,30.7,38.5,39.5,31.4,28.1,24.6,22.5,29.8,28.3,30.9,28.9,27.2,30.0,8.8,5.8,8.3,9.2,9.1,8.4,9.1,10.2,8.4,9.3,9.1,9.9,10.2,9.2
462,16067,32.6,33.6,39.3,41.6,33.4,29.6,35.2,36.6,32.6,35.3,35.7,33.6,32.6,34.6,8.7,4.5,5.3,6.6,7.2,7.1,6.8,6.3,5.2,5.7,6.5,8.0,9.0,8.9
463,16068,27.0,34.6,35.7,36.0,33.1,29.7,24.8,20.9,26.3,29.6,26.5,30.2,28.4,28.5,8.2,6.9,6.0,7.1,9.5,8.3,11.0,9.1,11.0,9.7,9.3,9.4,8.4,8.2
464,16069,21.0,22.5,30.7,31.6,27.9,24.4,24.3,17.7,22.6,25.0,25.3,23.3,21.2,18.1,8.7,8.5,7.6,5.1,7.2,7.9,4.8,5.5,3.8,5.6,5.0,8.2,10.2,7.7
465,16070,33.0,37.7,42.2,43.4,36.8,36.1,32.5,27.3,27.9,31.2,31.1,29.1,33.0,30.8,7.8,8.9,5.7,7.2,8.5,11.4,9.8,8.4,7.2,6.9,7.1,9.1,10.1,10.4
466,16071,28.7,33.1,35.8,39.1,32.7,24.4,26.6,21.5,23.7,22.2,29.5,22.1,24.4,26.1,8.3,6.5,5.8,5.1,10.4,10.3,7.3,7.3,8.1,4.7,6.5,7.8,9.9,7.8
467,16072,33.9,35.1,43.6,35.6,37.6,25.4,29.9,29.2,31.7,29.2,31.7,31.2,29.3,30.0,9.2,6.7,5.4,6.0,5.2,7.1,3.5,9.4,4.3,6.8,9.9,13.7,11.5,10.1
468,16073,25.9,29.4,36.8,36.7,32.0,28.3,28.8,26.9,27.9,29.4,35.1,29.8,30.2,35.1,8.3,8.0,10.2,8.6,9.0,7.3,9.5,9.9,10.9,9.4,8.2,8.2,9.2,8.4
469,16074,26.1,32.1,35.1,38.8,31.8,24.3,30.5,22.9,29.8,33.1,29.4,27.6,30.2,28.6,7.9,5.0,7.9,6.0,7.0,14.6,8.2,6.1,5.9,6.6,4.3,8.8,5.5,5.7
470,16075,26.8,29.5,36.2,38.7,34.4,26.7,31.3,27.0,28.0,27.5,30.4,30.7,30.8,31.0,5.6,6.0,5.1,6.8,7.5,6.9,5.3,6.5,4.6,5.9,9.0,9.0,7.9,7.1
471,16076,25.8,36.5,39.0,40.1,35.0,29.5,28.1,25.3,25.6,33.0,30.9,30.9,30.0,29.2,6.2,5.9,8.7,6.6,7.6,6.5,7.4,5.4,6.5,5.6,8.8,5.6,9.4,9.2
472,16077,30.3,34.7,39.8,39.8,34.8,32.4,32.0,28.0,27.3,33.8,33.6,32.7,32.8,32.8,6.7,6.1,6.0,5.8,7.6,7.9,5.5,5.6,6.1,6.2,5.0,6.9,6.8,8.0
